Contig,Source,Locus,Number of Genes (before filtering)
JBKSIJ010000032.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74563_pri,TRB,14
JBKSIJ010000025.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74563_pri,TRG,2
JBKSIJ010000075.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74563_pri,TRD,3
JBKSII010000024.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74565_pri,TRA,25
JBKSII010000080.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74565_pri,TRB,14
JBKSII010000060.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74565_pri,TRG,2
JBKSII010000024.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74565_pri,TRD,3
JBKSIH010000016.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79174_pri,TRA,25
JBKSIH010000013.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79174_pri,TRB,12
JBKSIH010000003.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79174_pri,TRG,2
JBKSIH010000016.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79174_pri,TRD,3
JBKSIG010000008.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79203_pri,TRB,12
JBKSIG010000006.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79203_pri,TRG,2
JBKSIF010000168.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79218_pri,TRA,22
JBKSIF010000037.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79218_pri,TRB,12
JBKSIF010000072.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79218_pri,TRG,2
JBKSIF010000168.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79218_pri,TRD,3
JBKSIE010000153.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79232_pri,TRA,39
JBKSIE010000007.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79232_pri,TRB,14
JBKSIE010000059.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79232_pri,TRG,2
JBKSIE010000153.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79232_pri,TRD,3
JBKSID010000054.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79302_pri,TRA,22
JBKSID010000037.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79302_pri,TRB,12
JBKSID010000086.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79302_pri,TRG,2
JBKSID010000054.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79302_pri,TRD,3
JBKSIC010000043.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79315_pri,TRA,39
JBKSIC010000020.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79315_pri,TRB,12
JBKSIC010000032.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79315_pri,TRG,2
JBKSIC010000043.1,Songbirds/Island_scrub_jay/A.insularis_AI_1603_79315_pri,TRD,3
JBKSIB010000117.1,Songbirds/Island_scrub_jay/A.insularis_AI_1703_64680_pri,TRA,25
JBKSIB010000013.1,Songbirds/Island_scrub_jay/A.insularis_AI_1703_64680_pri,TRB,14
JBKSIB010000035.1,Songbirds/Island_scrub_jay/A.insularis_AI_1703_64680_pri,TRG,2
JBKSIB010000117.1,Songbirds/Island_scrub_jay/A.insularis_AI_1703_64680_pri,TRD,3
JBKSIA010000115.1,Songbirds/Island_scrub_jay/A.insularis_AI_1833_00513_pri,TRA,25
JBKSIA010000038.1,Songbirds/Island_scrub_jay/A.insularis_AI_1833_00513_pri,TRB,12
JBKSIA010000007.1,Songbirds/Island_scrub_jay/A.insularis_AI_1833_00513_pri,TRG,2
JBKSIA010000115.1,Songbirds/Island_scrub_jay/A.insularis_AI_1833_00513_pri,TRD,3
JBKSHZ010000044.1,Songbirds/Island_scrub_jay/A.insularis_AI_1833_00687_pri,TRA,25
JBKSHZ010000034.1,Songbirds/Island_scrub_jay/A.insularis_AI_1833_00687_pri,TRB,12
JBKSHZ010000118.1,Songbirds/Island_scrub_jay/A.insularis_AI_1833_00687_pri,TRG,2
JBKSHZ010000044.1,Songbirds/Island_scrub_jay/A.insularis_AI_1833_00687_pri,TRD,3
JBKSHY010000273.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365326_pri,TRA,36
JBKSHY010000006.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365326_pri,TRB,10
JBKSHY010000053.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365326_pri,TRG,2
JBKSHY010000273.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365326_pri,TRD,6
JBKSHX010000118.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365327_pri,TRA,34
JBKSHX010000040.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365327_pri,TRB,12
JBKSHX010000061.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365327_pri,TRG,2
JBKSHX010000118.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365327_pri,TRD,5
JBKSHW010000334.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365335_pri,TRA,30
JBKSHW010000026.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365335_pri,TRB,12
JBKSHW010000029.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365335_pri,TRG,2
JBKSHW010000334.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365335_pri,TRD,1
JBKSHV010000083.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365337_pri,TRA,56
JBKSHV010000018.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365337_pri,TRB,14
JBKSHV010000100.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365337_pri,TRG,2
JBKSHV010000083.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365337_pri,TRD,7
JBKSHU010000167.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365338_pri,TRA,33
JBKSHU010000026.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365338_pri,TRB,10
JBKSHU010000109.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365338_pri,TRG,2
JBKSHU010000167.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365338_pri,TRD,6
JBKSHT010000350.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365339_pri,TRA,24
JBKSHT010000004.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365339_pri,TRB,12
JBKSHT010000001.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365339_pri,TRG,2
JBKSHT010000350.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365339_pri,TRD,12
JBKSHS010000133.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366487_pri,TRA,23
JBKSHS010000006.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366487_pri,TRB,10
JBKSHS010000200.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366487_pri,TRG,2
JBKSHS010000133.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366487_pri,TRD,6
JBKSHR010000379.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366488_pri,TRA,37
JBKSHR010000007.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366488_pri,TRB,14
JBKSHR010000049.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366488_pri,TRG,2
JBKSHR010000379.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366488_pri,TRD,6
JBKSHQ010000082.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366490_pri,TRA,45
JBKSHQ010000022.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366490_pri,TRB,12
JBKSHQ010000034.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366490_pri,TRG,2
JBKSHQ010000082.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366490_pri,TRD,4
JBKSHP010000139.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366493_pri,TRA,28
JBKSHP010000038.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366493_pri,TRB,12
JBKSHP010000193.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366493_pri,TRG,2
JBKSHP010000139.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366493_pri,TRD,2
JBKSHO010000258.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366494_pri,TRA,23
JBKSHO010000060.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366494_pri,TRB,12
JBKSHO010000153.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366494_pri,TRG,2
JBKSHO010000258.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366494_pri,TRD,5
JBKSHN010000777.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366497_pri,TRA,34
JBKSHN010000044.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366497_pri,TRB,10
JBKSHN010000057.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366497_pri,TRG,2
JBKSHN010000777.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366497_pri,TRD,2
JBKSHM010000129.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366498_pri,TRA,27
JBKSHM010000089.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366498_pri,TRB,12
JBKSHM010000122.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366498_pri,TRG,2
JBKSHM010000129.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366498_pri,TRD,3
JBKSHL010000197.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366499_pri,TRA,42
JBKSHL010000414.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366499_pri,TRB,8
JBKSHL010000131.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366499_pri,TRG,2
JBKSHL010000197.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_366499_pri,TRD,3
JBKSKC010000260.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365336_alt,TRA,39
JBKSKC010000070.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365336_alt,TRB,10
JBKSKC010000264.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365336_alt,TRG,2
JBKSKC010000260.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365336_alt,TRD,6
JBKSKB010000205.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365336_pri,TRA,38
JBKSKB010000019.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365336_pri,TRB,12
JBKSKB010000252.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365336_pri,TRG,2
JBKSKB010000205.1,Songbirds/Woodhouse_scrub_jay/A.woodhouseii_AW_365336_pri,TRD,8
JBKSHK010000125.1,Songbirds/Yucatan_jay/C.yucatanicus_CY_8788_pri,TRA,33
JBKSHK010000008.1,Songbirds/Yucatan_jay/C.yucatanicus_CY_8788_pri,TRB,10
JBKSHK010000001.1,Songbirds/Yucatan_jay/C.yucatanicus_CY_8788_pri,TRG,2
JBKSHK010000125.1,Songbirds/Yucatan_jay/C.yucatanicus_CY_8788_pri,TRD,2
JBVOXG010000241.1,Songbirds/Chestnut_seedeater/bSpoCin1_alt,TRA,16
JBVOXG010000024.1,Songbirds/Chestnut_seedeater/bSpoCin1_alt,TRB,29
JBVOXG010000265.1,Songbirds/Chestnut_seedeater/bSpoCin1_alt,TRG,3
JBVOXG010000241.1,Songbirds/Chestnut_seedeater/bSpoCin1_alt,TRD,5
JBVOXI010000193.1,Songbirds/Chestnut_seedeater/bSpoCin2_alt,TRA,25
JBVOXI010000204.1,Songbirds/Chestnut_seedeater/bSpoCin2_alt,TRB,17
JBVOXI010000431.1,Songbirds/Chestnut_seedeater/bSpoCin2_alt,TRG,2
JBVOXI010000193.1,Songbirds/Chestnut_seedeater/bSpoCin2_alt,TRD,2
JBVOXF010000030.1,Songbirds/Chestnut_seedeater/bSpoCin3_pri,TRA,15
JBVOXF010000001.1,Songbirds/Chestnut_seedeater/bSpoCin3_pri,TRB,25
JBVOXF010000013.1,Songbirds/Chestnut_seedeater/bSpoCin3_pri,TRG,3
JBVOXF010000030.1,Songbirds/Chestnut_seedeater/bSpoCin3_pri,TRD,3
JBVOXH010000035.1,Songbirds/Chestnut_seedeater/bSpoCin4_pri,TRA,14
JBVOXH010000002.1,Songbirds/Chestnut_seedeater/bSpoCin4_pri,TRB,43
JBVOXH010000007.1,Songbirds/Chestnut_seedeater/bSpoCin4_pri,TRG,3
JBVOXH010000035.1,Songbirds/Chestnut_seedeater/bSpoCin4_pri,TRD,2
JBVOWU010000069.1,Songbirds/Dark_throated_seedeater/bSpoRuf1_alt,TRA,17
JBVOWU010000517.1,Songbirds/Dark_throated_seedeater/bSpoRuf1_alt,TRB,17
JBVOWU010000047.1,Songbirds/Dark_throated_seedeater/bSpoRuf1_alt,TRG,3
JBVOWU010000069.1,Songbirds/Dark_throated_seedeater/bSpoRuf1_alt,TRD,6
JBVOWS010000206.1,Songbirds/Dark_throated_seedeater/bSpoRuf2_alt,TRA,23
JBVOWS010000047.1,Songbirds/Dark_throated_seedeater/bSpoRuf2_alt,TRB,27
JBVOWS010000327.1,Songbirds/Dark_throated_seedeater/bSpoRuf2_alt,TRG,3
JBVOWS010000206.1,Songbirds/Dark_throated_seedeater/bSpoRuf2_alt,TRD,5
JBVOWR010000033.1,Songbirds/Dark_throated_seedeater/bSpoRuf3_pri,TRA,31
JBVOWR010000002.1,Songbirds/Dark_throated_seedeater/bSpoRuf3_pri,TRB,19
JBVOWR010000013.1,Songbirds/Dark_throated_seedeater/bSpoRuf3_pri,TRG,2
JBVOWR010000033.1,Songbirds/Dark_throated_seedeater/bSpoRuf3_pri,TRD,10
JBVOWT010000059.1,Songbirds/Dark_throated_seedeater/bSpoRuf4_pri,TRA,15
JBVOWT010000015.1,Songbirds/Dark_throated_seedeater/bSpoRuf4_pri,TRB,19
JBVOWT010000027.1,Songbirds/Dark_throated_seedeater/bSpoRuf4_pri,TRG,3
JBVOWT010000059.1,Songbirds/Dark_throated_seedeater/bSpoRuf4_pri,TRD,3
JBVOXE010000037.1,Songbirds/Grey_and_chestnut_seedeater/bSpoHyp1_alt,TRA,21
JBVOXE010000047.1,Songbirds/Grey_and_chestnut_seedeater/bSpoHyp1_alt,TRB,23
JBVOXE010000155.1,Songbirds/Grey_and_chestnut_seedeater/bSpoHyp1_alt,TRG,3
JBVOXE010000037.1,Songbirds/Grey_and_chestnut_seedeater/bSpoHyp1_alt,TRD,9
JBVOXD010000036.1,Songbirds/Grey_and_chestnut_seedeater/bSpoHyp2_pri,TRA,18
JBVOXD010000001.1,Songbirds/Grey_and_chestnut_seedeater/bSpoHyp2_pri,TRB,21
JBVOXD010000004.1,Songbirds/Grey_and_chestnut_seedeater/bSpoHyp2_pri,TRG,2
JBVOXD010000036.1,Songbirds/Grey_and_chestnut_seedeater/bSpoHyp2_pri,TRD,5
JBRFQN010000097.1,Songbirds/Ibera_seedeater/bSpoIbe1,TRA,19
JBRFQN010000437.1,Songbirds/Ibera_seedeater/bSpoIbe1,TRB,23
JBRFQN010000159.1,Songbirds/Ibera_seedeater/bSpoIbe1,TRG,2
JBRFQN010000097.1,Songbirds/Ibera_seedeater/bSpoIbe1,TRD,3
JBRFQP010000128.1,Songbirds/Ibera_seedeater/bSpoIbe2,TRA,22
JBRFQP010000017.1,Songbirds/Ibera_seedeater/bSpoIbe2,TRB,35
JBRFQP010000039.1,Songbirds/Ibera_seedeater/bSpoIbe2,TRG,3
JBRFQP010000128.1,Songbirds/Ibera_seedeater/bSpoIbe2,TRD,5
JBRFQT010000088.1,Songbirds/Ibera_seedeater/bSpoIbe3,TRA,16
JBRFQT010000054.1,Songbirds/Ibera_seedeater/bSpoIbe3,TRB,19
JBRFQT010000437.1,Songbirds/Ibera_seedeater/bSpoIbe3,TRG,2
JBRFQT010000088.1,Songbirds/Ibera_seedeater/bSpoIbe3,TRD,2
JBRFQR010000270.1,Songbirds/Ibera_seedeater/bSpoIbe4,TRA,32
JBRFQR010000016.1,Songbirds/Ibera_seedeater/bSpoIbe4,TRB,17
JBRFQR010000146.1,Songbirds/Ibera_seedeater/bSpoIbe4,TRG,2
JBRFQR010000270.1,Songbirds/Ibera_seedeater/bSpoIbe4,TRD,3
JBRFQM010000040.1,Songbirds/Ibera_seedeater/bSpoIbe5,TRA,26
JBRFQM010000001.1,Songbirds/Ibera_seedeater/bSpoIbe5,TRB,27
JBRFQM010000007.1,Songbirds/Ibera_seedeater/bSpoIbe5,TRG,2
JBRFQM010000040.1,Songbirds/Ibera_seedeater/bSpoIbe5,TRD,4
JBRFQO010000039.1,Songbirds/Ibera_seedeater/bSpoIbe6,TRA,27
JBRFQO010000002.1,Songbirds/Ibera_seedeater/bSpoIbe6,TRB,19
JBRFQO010000001.1,Songbirds/Ibera_seedeater/bSpoIbe6,TRG,2
JBRFQO010000039.1,Songbirds/Ibera_seedeater/bSpoIbe6,TRD,5
JBRFQQ010000064.1,Songbirds/Ibera_seedeater/bSpoIbe7,TRA,24
JBRFQQ010000012.1,Songbirds/Ibera_seedeater/bSpoIbe7,TRB,21
JBRFQQ010000006.1,Songbirds/Ibera_seedeater/bSpoIbe7,TRG,3
JBRFQQ010000064.1,Songbirds/Ibera_seedeater/bSpoIbe7,TRD,3
JBRFQS010000033.1,Songbirds/Ibera_seedeater/bSpoIbe8,TRA,27
JBRFQS010000001.1,Songbirds/Ibera_seedeater/bSpoIbe8,TRB,15
JBRFQS010000013.1,Songbirds/Ibera_seedeater/bSpoIbe8,TRG,2
JBRFQS010000033.1,Songbirds/Ibera_seedeater/bSpoIbe8,TRD,9
JBVOWY010000094.1,Songbirds/Marsh_seedeater/bSpoPal1_alt,TRA,23
JBVOWY010000204.1,Songbirds/Marsh_seedeater/bSpoPal1_alt,TRB,14
JBVOWY010000063.1,Songbirds/Marsh_seedeater/bSpoPal1_alt,TRG,2
JBVOWY010000094.1,Songbirds/Marsh_seedeater/bSpoPal1_alt,TRD,6
JBVOXA010000167.1,Songbirds/Marsh_seedeater/bSpoPal2_alt,TRA,21
JBVOXA010000073.1,Songbirds/Marsh_seedeater/bSpoPal2_alt,TRB,17
JBVOXA010000359.1,Songbirds/Marsh_seedeater/bSpoPal2_alt,TRG,2
JBVOXA010000167.1,Songbirds/Marsh_seedeater/bSpoPal2_alt,TRD,4
JBVOWZ010000066.1,Songbirds/Marsh_seedeater/bSpoPal3_pri,TRA,29
JBVOWZ010000003.1,Songbirds/Marsh_seedeater/bSpoPal3_pri,TRB,11
JBVOWZ010000009.1,Songbirds/Marsh_seedeater/bSpoPal3_pri,TRG,3
JBVOWZ010000066.1,Songbirds/Marsh_seedeater/bSpoPal3_pri,TRD,12
JBVOXB010000051.1,Songbirds/Marsh_seedeater/bSpoPal4_pri,TRA,26
JBVOXB010000013.1,Songbirds/Marsh_seedeater/bSpoPal4_pri,TRB,18
JBVOXB010000015.1,Songbirds/Marsh_seedeater/bSpoPal4_pri,TRG,3
JBVOXB010000051.1,Songbirds/Marsh_seedeater/bSpoPal4_pri,TRD,2
JBVOXC010000597.1,Songbirds/Marsh_seedeater/bSpoPal5_alt,TRA,17
JBVOXC010000219.1,Songbirds/Marsh_seedeater/bSpoPal5_alt,TRB,13
JBVOXC010000335.1,Songbirds/Marsh_seedeater/bSpoPal5_alt,TRG,2
JBVOXC010000597.1,Songbirds/Marsh_seedeater/bSpoPal5_alt,TRD,5
JBVOWX010000052.1,Songbirds/Marsh_seedeater/bSpoPal6_pri,TRA,23
JBVOWX010000001.1,Songbirds/Marsh_seedeater/bSpoPal6_pri,TRB,15
JBVOWX010000011.1,Songbirds/Marsh_seedeater/bSpoPal6_pri,TRG,1
JBVOWX010000052.1,Songbirds/Marsh_seedeater/bSpoPal6_pri,TRD,8
JBVOWW010000431.1,Songbirds/Pearly_bellied_seedeater/bSpoPil1_alt,TRA,22
JBVOWW010000035.1,Songbirds/Pearly_bellied_seedeater/bSpoPil1_alt,TRB,15
JBVOWW010000312.1,Songbirds/Pearly_bellied_seedeater/bSpoPil1_alt,TRG,3
JBVOWW010000431.1,Songbirds/Pearly_bellied_seedeater/bSpoPil1_alt,TRD,3
JBVOWV010000125.1,Songbirds/Pearly_bellied_seedeater/bSpoPil2_pri,TRA,22
JBVOWV010000001.1,Songbirds/Pearly_bellied_seedeater/bSpoPil2_pri,TRB,29
JBVOWV010000007.1,Songbirds/Pearly_bellied_seedeater/bSpoPil2_pri,TRG,3
JBVOWV010000125.1,Songbirds/Pearly_bellied_seedeater/bSpoPil2_pri,TRD,4
JBRFQV010000135.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp1,TRA,42
JBRFQV010000048.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp1,TRB,21
JBRFQV010000478.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp1,TRG,3
JBRFQV010000135.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp1,TRD,3
JBRFQX010000052.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp2,TRA,41
JBRFQX010000099.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp2,TRB,35
JBRFQX010000005.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp2,TRG,3
JBRFQX010000052.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp2,TRD,4
JBRFQZ010000121.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp3,TRA,16
JBRFQZ010000031.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp3,TRB,21
JBRFQZ010000446.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp3,TRG,3
JBRFQZ010000121.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp3,TRD,6
JBRFQU010000040.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp4,TRA,12
JBRFQU010000001.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp4,TRB,19
JBRFQU010000006.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp4,TRG,3
JBRFQU010000040.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp4,TRD,1
JBRFQW010000064.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp5,TRA,29
JBRFQW010000060.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp5,TRB,25
JBRFQW010000032.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp5,TRG,3
JBRFQW010000064.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp5,TRD,4
JBRFQY010000037.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp6,TRA,23
JBRFQY010000001.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp6,TRB,23
JBRFQY010000005.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp6,TRG,3
JBRFQY010000037.1,Songbirds/Tawny_bellied_seedeater/bSpoHyp6,TRD,5
h2tg000010l,Songbirds/Common_cactus_finch/Scandens_alt,TRA,38
h2tg000070l,Songbirds/Common_cactus_finch/Scandens_alt,TRB,13
h2tg000310l,Songbirds/Common_cactus_finch/Scandens_alt,TRG,3
h2tg000010l,Songbirds/Common_cactus_finch/Scandens_alt,TRD,8
h1tg000430l,Songbirds/Common_cactus_finch/Scandens_pri,TRA,24
h1tg000091l,Songbirds/Common_cactus_finch/Scandens_pri,TRB,19
h1tg000015l,Songbirds/Common_cactus_finch/Scandens_pri,TRG,3
h1tg000430l,Songbirds/Common_cactus_finch/Scandens_pri,TRD,6
h2tg000740l,Songbirds/Large_ground_finch/Magnirostris_alt,TRA,17
h2tg000644l,Songbirds/Large_ground_finch/Magnirostris_alt,TRB,11
h2tg000524l,Songbirds/Large_ground_finch/Magnirostris_alt,TRG,3
h2tg000740l,Songbirds/Large_ground_finch/Magnirostris_alt,TRD,6
h1tg000369l,Songbirds/Large_ground_finch/Magnirostris_pri,TRA,43
h1tg000034l,Songbirds/Large_ground_finch/Magnirostris_pri,TRB,11
h1tg000125l,Songbirds/Large_ground_finch/Magnirostris_pri,TRG,2
h1tg000369l,Songbirds/Large_ground_finch/Magnirostris_pri,TRD,8
h2tg000283l,Songbirds/Medium_ground_finch/Fortis_pri,TRA,24
h2tg000167l,Songbirds/Medium_ground_finch/Fortis_pri,TRB,21
h2tg000146l,Songbirds/Medium_ground_finch/Fortis_pri,TRG,3
h2tg000283l,Songbirds/Medium_ground_finch/Fortis_pri,TRD,6
u000001680,Songbirds/Medium_ground_finch/GeospizaFortis_HiC,TRA,40
u000001667,Songbirds/Medium_ground_finch/GeospizaFortis_HiC,TRB,13
u000001669,Songbirds/Medium_ground_finch/GeospizaFortis_HiC,TRG,2
u000001680,Songbirds/Medium_ground_finch/GeospizaFortis_HiC,TRD,8
h2tg000306l,Songbirds/Small_ground_finch/Fuliginosa_alt,TRA,26
h2tg000058l,Songbirds/Small_ground_finch/Fuliginosa_alt,TRB,11
h2tg000249l,Songbirds/Small_ground_finch/Fuliginosa_alt,TRG,3
h2tg000306l,Songbirds/Small_ground_finch/Fuliginosa_alt,TRD,6
h1tg000368l,Songbirds/Small_ground_finch/Fuliginosa_pri,TRA,24
h1tg000313l,Songbirds/Small_ground_finch/Fuliginosa_pri,TRB,25
h1tg000368l,Songbirds/Small_ground_finch/Fuliginosa_pri,TRD,6
LR761571.1,Songbirds/Small_tree_finch/GCA_902806625_1,TRB,3
LR761570.1,Songbirds/Small_tree_finch/GCA_902806625_1,TRG,3
CADCXG010000287.1,Songbirds/Small_tree_finch/GCA_902806625_1,TRD,6
OX451246.1,Cormorants/European_Shag/bGulAri2_pri,TRA,83
OX451222.1,Cormorants/European_Shag/bGulAri2_pri,TRB,3
OX451223.1,Cormorants/European_Shag/bGulAri2_pri,TRG,19
OX451246.1,Cormorants/European_Shag/bGulAri2_pri,TRD,8
CATIVF010000269.1,Cormorants/European_Shag/bGulAri2_alt,TRA,25
CATIVF010001134.1,Cormorants/European_Shag/bGulAri2_alt,TRB,3
CATIVF010009693.1,Cormorants/European_Shag/bGulAri2_alt,TRG,12
OY997627.1,Cormorants/Great_Cormorant/bPhaCar2_pri,TRA,20
OY997601.1,Cormorants/Great_Cormorant/bPhaCar2_pri,TRB,3
OY997602.1,Cormorants/Great_Cormorant/bPhaCar2_pri,TRG,27
OY997627.1,Cormorants/Great_Cormorant/bPhaCar2_pri,TRD,7
CAWUGX010001131.1,Cormorants/Great_Cormorant/bPhaCar2_alt,TRA,78
CAWUGX010000887.1,Cormorants/Great_Cormorant/bPhaCar2_alt,TRB,3
CAWUGX010001138.1,Cormorants/Great_Cormorant/bPhaCar2_alt,TRG,21
CAWUGX010001131.1,Cormorants/Great_Cormorant/bPhaCar2_alt,TRD,8
JAKCOY010000032.1,Cranes/Black_Rail/bLatJam1_alt,TRA,40
JAKCOY010000059.1,Cranes/Black_Rail/bLatJam1_alt,TRB,14
JAKCOY010000097.1,Cranes/Black_Rail/bLatJam1_alt,TRG,15
JAKCOX010000030.1,Cranes/Black_Rail/bLatJam1_pri,TRA,30
JAKCOX010000003.1,Cranes/Black_Rail/bLatJam1_pri,TRB,13
